time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
56700,2021-03-21 09:48:06,40.1841204951681,33.326244163587,164.370084,,,3615.9491308022,46.916012,19.3383463,642.95277648,15,5,15.415,3616.6052988022,165.026252,20.56195248,642.95277648,-16.77705,-9.618842,0,210.9, -8.3, -2,0,0,1024,1024,1024,1024,215.8,0,73,3.86,3.871,3.871,3.848,0,0,10.24,76.91,3615.9491308022,164.370084,14,Waypoint,
56800,2021-03-21 09:48:06,40.1841134241255,33.3262390489355,164.370084,,,3615.9491308022,46.916012,19.22873624,645.47902328,15,5,15.415,3616.6052988022,165.026252,20.56195248,645.47902328,-16.77705,-9.395148,0,210.5, -8.5, -2,0,0,1024,1024,1024,1024,215.4,0,73,3.86,3.871,3.871,3.848,0,0,10.24,76.91,3615.9491308022,164.370084,14,Waypoint,
56900,2021-03-21 09:48:06,40.1841067054522,33.3262342444532,164.370084,,,3615.9491308022,46.916012,19.22873624,647.8674748,15,5,15.415,3616.6052988022,165.026252,20.56195248,647.8674748,-16.77705,-9.395148,0,210.1, -8.6, -1.9,0,0,1024,1024,1024,1024,214.9,0,73,3.86,3.871,3.871,3.848,0,0,10.24,76.91,3615.9491308022,164.370084,14,Waypoint,
57000,2021-03-21 09:48:07,40.1840996815173,33.32622924246,164.370084,,,3615.9491308022,46.916012,19.3159769,650.36419404,15,5,15.415,3616.6052988022,165.026252,20.56195248,650.36419404,-17.000744,-9.171454,0,209.6, -8.6, -2,0,0,1024,1024,1024,1024,214.5,0,73,3.86,3.871,3.871,3.848,0,0,10.24,76.91,3615.9491308022,164.370084,14,Waypoint,
57100,2021-03-21 09:48:07,40.1840929915045,33.3262245396931,164.370084,,,3615.9491308022,46.916012,19.3159769,652.73296052,15,5,15.415,3616.6052988022,165.026252,20.56195248,652.73296052,-17.000744,-9.171454,0,209.2, -8.6, -2.3,0,0,1024,1024,1024,1024,214,0,73,3.86,3.871,3.871,3.848,0,0,10.24,76.91,3615.9491308022,164.370084,14,Waypoint,
57200,2021-03-21 09:48:07,40.1840860248909,33.3262197013056,164.698168,,,3616.2772148022,46.916012,19.21084072,655.18702884,15,5,15.415,3616.6052988022,165.026252,20.56195248,655.18702884,-17.000744,-8.94776,0,208.8, -8.9, -2.6,0,0,1024,1024,1024,1024,213.5,0,73,3.86,3.871,3.871,3.848,0,0,10.24,76.91,3616.2772148022,164.698168,14,Waypoint,
57300,2021-03-21 09:48:07,40.1840792976715,33.3262151300331,164.370084,,,3615.9491308022,46.916012,19.21084072,657.53282944,16,5,15.415,3616.6052988022,165.026252,20.56195248,657.53282944,-17.000744,-8.94776,0,208.4, -8.4, -2.5,0,0,1024,1024,1024,1024,213.5,0,73,3.86,3.871,3.871,3.848,0,0,10.24,76.91,3615.9491308022,164.370084,14,Waypoint,
57400,2021-03-21 09:48:07,40.1840721621165,33.3262104032276,164.370084,,,3615.9491308022,46.916012,19.30702914,660.00002112,16,5,15.415,3616.6052988022,165.026252,20.56195248,660.00002112,-17.224438,-8.724066,0,208, -8.6, -2.7,0,0,1024,1024,1024,1024,213,0,73,3.86,3.871,3.871,3.848,0,0,10.24,76.91,3615.9491308022,164.370084,14,Waypoint,
57500,2021-03-21 09:48:07,40.1840654067576,33.3262060167292,164.370084,,,3615.9491308022,46.916012,19.20860378,662.31629416,16,5,15.415,3616.6052988022,165.026252,20.56195248,662.31629416,-17.224438,-8.500372,0,207.7, -8.8, -2.8,0,0,1024,1024,1024,1024,212.6,0,73,3.86,3.871,3.871,3.848,0,0,10.24,76.91,3615.9491308022,164.370084,14,Waypoint,
57600,2021-03-21 09:48:07,40.1840586085641,33.3262018467571,164.370084,,,3615.9491308022,46.916012,19.40769144,664.59319712,16,5,15.415,3616.6052988022,165.026252,20.56195248,664.59319712,-17.448132,-8.500372,0,207.3, -9.5, -2.7,0,0,1024,1024,1024,1024,212.1,0,73,3.86,3.871,3.871,3.848,0,0,10.24,76.91,3615.9491308022,164.370084,14,Waypoint,
57700,2021-03-21 09:48:07,40.1840518869726,33.3261976742735,164.370084,,,3615.9491308022,46.916012,19.31150302,666.85697672,16,5,15.372,3616.6052988022,165.026252,20.56195248,666.85697672,-17.448132,-8.276678,0,207, -9.5, -2.6,0,0,1024,1024,1024,1024,211.7,0,73,3.86,3.871,3.871,3.848,0,0,10.24,76.91,3615.9491308022,164.370084,14,Waypoint,
57800,2021-03-21 09:48:07,40.1840446890938,33.3261932739618,164.042,,,3615.6210468022,46.916012,19.51506456,669.27167496,16,5,15.372,3616.6052988022,165.026252,20.56195248,669.27167496,-17.671826,-8.276678,0,206.6, -9.5, -2.1,0,0,1024,1024,1024,1024,211.3,0,73,3.86,3.871,3.871,3.848,0,0,10.24,76.91,3615.6210468022,164.042,14,Waypoint,
57900,2021-03-21 09:48:07,40.1840377288375,33.3261890926881,164.042,,,3615.6210468022,46.916012,19.42111308,671.59122884,16,5,15.372,3616.6052988022,165.026252,20.56195248,671.59122884,-17.671826,-8.052984,0,206.2, -9.2, -2,0,0,1024,1024,1024,1024,210.8,0,73,3.86,3.871,3.871,3.848,0,0,10.24,76.91,3615.6210468022,164.042,14,Waypoint,
58000,2021-03-21 09:48:08,40.1840298438335,33.3261844211354,164.042,,,3615.6210468022,46.916012,19.42111308,674.20933916,16,5,15.372,3616.6052988022,165.026252,20.56195248,674.20933916,-17.671826,-8.052984,0,205.8, -8.9, -2,0,0,1024,1024,1024,1024,210.4,0,73,3.86,3.871,3.871,3.848,0,0,10.24,76.91,3615.6210468022,164.042,14,Waypoint,
58100,2021-03-21 09:48:08,40.1840227491329,33.3261802965495,164.042,,,3615.6210468022,46.916012,19.53296008,676.54857808,16,5,15.372,3616.6052988022,165.026252,20.56195248,676.54857808,-17.89552,-7.82929,0,205.4, -7.9, -1.9,0,0,1024,1024,1024,1024,210,0,73,3.86,3.871,3.871,3.848,0,0,10.24,76.91,3615.6210468022,164.042,14,Waypoint,
58200,2021-03-21 09:48:08,40.1840154431776,33.3261761256805,164.042,,,3615.6210468022,46.916012,19.32939854,678.94359128,16,5,15.372,3616.6052988022,165.026252,20.56195248,678.94359128,-17.671826,-7.82929,0,205, -8, -2,0,0,1024,1024,1024,1024,210,0,73,3.86,3.871,3.871,3.848,0,0,10.24,76.91,3615.6210468022,164.042,14,Waypoint,
58300,2021-03-21 09:48:08,40.1840084864648,33.3261722131362,164.042,,,3615.6210468022,46.916012,19.44571942,681.2172134,16,5,15.372,3616.6052988022,165.026252,20.56195248,681.2172134,-17.89552,-7.605596,0,204.6, -8.4, -2.1,0,0,1024,1024,1024,1024,209.6,0,73,3.86,3.871,3.871,3.848,0,0,10.24,76.91,3615.6210468022,164.042,14,Waypoint,
58400,2021-03-21 09:48:08,40.1840013671682,33.3261682004911,164.042,,,3615.6210468022,46.916012,19.44571942,683.5466098,16,5,15.372,3616.6052988022,165.026252,20.56195248,683.5466098,-17.89552,-7.605596,0,204.3, -8.7, -2.3,0,0,1024,1024,1024,1024,209.1,0,73,3.86,3.871,3.871,3.848,0,0,10.24,76.91,3615.6210468022,164.042,14,Waypoint,
58500,2021-03-21 09:48:08,40.1839943516751,33.3261643806927,164.042,,,3615.6210468022,46.916012,19.35847876,685.81367024,15,5,15.372,3616.6052988022,165.026252,20.56195248,685.81367024,-17.89552,-7.381902,0,203.9, -8.8, -2.3,0,0,1024,1024,1024,1024,208.7,0,73,3.86,3.871,3.871,3.848,0,0,10.24,76.91,3615.6210468022,164.042,14,Waypoint,
58600,2021-03-21 09:48:08,40.1839868810515,33.3261604116399,164.042,,,3615.6210468022,46.916012,19.27347504,688.20868344,15,5,15.372,3616.6052988022,165.026252,20.56195248,688.20868344,-17.89552,-7.158208,0,203.5, -8.8, -2.5,0,0,1024,1024,1024,1024,208.3,0,73,3.86,3.871,3.871,3.848,0,0,10.24,76.91,3615.6210468022,164.042,14,Waypoint,
58700,2021-03-21 09:48:08,40.1839796871331,33.3261566910453,163.713916,,,3615.2929628022,46.916012,19.48151046,690.49870976,15,5,15.401,3616.6052988022,165.026252,20.56195248,690.49870976,-18.119214,-7.158208,0,203.1, -8.6, -2.5,0,0,1024,1024,1024,1024,207.9,0,73,3.859,3.874,3.87,3.849,0,0,10.112,76.91,3615.2929628022,163.713916,14,Waypoint,
58800,2021-03-21 09:48:08,40.1839719949369,33.3261528477465,164.042,,,3615.6210468022,46.916012,19.40098062,692.91668884,15,5,15.401,3616.6052988022,165.026252,20.56195248,692.91668884,-18.119214,-6.934514,0,202.6, -8.4, -2.3,0,0,1024,1024,1024,1024,207.4,0,73,3.859,3.874,3.87,3.849,0,0,10.112,76.91,3615.6210468022,164.042,14,Waypoint,
58900,2021-03-21 09:48:08,40.1839642491713,33.3261491732557,164.042,,,3615.6210468022,46.916012,19.32268772,695.31170204,14,5,15.401,3616.6052988022,165.026252,20.56195248,695.31170204,-18.119214,-6.71082,0,202.2, -8.1, -1.6,0,0,1024,1024,1024,1024,207,0,73,3.859,3.874,3.87,3.849,0,0,10.112,76.91,3615.6210468022,164.042,14,Waypoint,
59000,2021-03-21 09:48:09,40.1839565920974,33.3261455999421,164.042,,,3615.6210468022,46.916012,19.32268772,697.66734516,14,5,15.401,3616.6052988022,165.026252,20.56195248,697.66734516,-18.119214,-6.71082,0,201.9, -8.2, -1.3,0,0,1024,1024,1024,1024,206.6,0,73,3.859,3.874,3.87,3.849,0,0,10.112,76.91,3615.6210468022,164.042,14,Waypoint,
59100,2021-03-21 09:48:09,40.1839493311652,33.3261422438725,164.042,,,3615.6210468022,46.916012,19.24439482,699.9015972,15,5,15.401,3616.6052988022,165.026252,20.56195248,699.9015972,-18.119214,-6.487126,0,201.4, -8.1, -1.4,0,0,1024,1024,1024,1024,206.1,0,73,3.859,3.874,3.87,3.849,0,0,10.112,76.91,3615.6210468022,164.042,14,Waypoint,
59200,2021-03-21 09:48:09,40.183941757155,33.3261387381898,164.042,,,3615.6210468022,46.916012,19.24439482,702.23427444,15,5,15.401,3616.6052988022,165.026252,20.56195248,702.23427444,-18.119214,-6.487126,0,201.1, -8.2, -1.6,0,0,1024,1024,1024,1024,206.1,0,73,3.859,3.874,3.87,3.849,0,0,10.112,76.91,3615.6210468022,164.042,14,Waypoint,
59300,2021-03-21 09:48:09,40.1839344789222,33.3261356438535,164.370084,,,3615.9491308022,46.916012,19.1705758,704.41931388,14,5,15.401,3616.6052988022,165.026252,20.56195248,704.41931388,-18.119214,-6.263432,0,200.8, -8.4, -1.6,0,0,1024,1024,1024,1024,205.7,0,73,3.859,3.874,3.87,3.849,0,0,10.112,76.91,3615.9491308022,164.370084,14,Waypoint,
59400,2021-03-21 09:48:09,40.1839269188775,33.3261323369374,164.370084,,,3615.9491308022,46.916012,19.1705758,706.71262104,14,5,15.401,3616.6052988022,165.026252,20.56195248,706.71262104,-18.119214,-6.263432,0,200.4, -8.7, -1.4,0,0,1024,1024,1024,1024,205.3,0,73,3.859,3.874,3.87,3.849,0,0,10.112,76.91,3615.9491308022,164.370084,14,Waypoint,
59500,2021-03-21 09:48:09,40.1839197286068,33.3261292415247,164.370084,,,3615.9491308022,46.916012,19.31150302,708.88781796,14,5,15.401,3616.6052988022,165.026252,20.56195248,708.88781796,-18.342908,-6.039738,0,200.1, -8.6, -1.5,0,0,1024,1024,1024,1024,204.9,0,73,3.859,3.874,3.87,3.849,0,0,10.112,76.91,3615.9491308022,164.370084,14,Waypoint,
59600,2021-03-21 09:48:09,40.1839121786714,33.3261260327361,164.042,,,3615.6210468022,46.916012,19.31150302,711.16472092,14,5,15.401,3616.6052988022,165.026252,20.56195248,711.16472092,-18.342908,-6.039738,0,199.7, -8.5, -1.6,0,0,1024,1024,1024,1024,204.5,0,73,3.859,3.874,3.87,3.849,0,0,10.112,76.91,3615.6210468022,164.042,14,Waypoint,
59700,2021-03-21 09:48:09,40.1839051288898,33.3261231936749,164.042,,,3615.6210468022,46.916012,19.24215788,713.26117768,14,5,15.395,3616.6052988022,165.026252,20.56195248,713.26117768,-18.342908,-5.816044,0,199.2, -8.6, -1.2,0,0,1024,1024,1024,1024,204,0,73,3.853,3.87,3.868,3.848,0,0,10.32,76.91,3615.6210468022,164.042,14,Waypoint,
59800,2021-03-21 09:48:09,40.1838975689493,33.3261200080279,164.042,,,3615.6210468022,46.916012,19.24215788,715.54464232,14,5,15.395,3616.6052988022,165.026252,20.56195248,715.54464232,-18.342908,-5.816044,0,198.8, -9.3, -1.1,0,0,1024,1024,1024,1024,203.6,0,73,3.853,3.87,3.868,3.848,0,0,10.32,76.91,3615.6210468022,164.042,14,Waypoint,
59900,2021-03-21 09:48:09,40.1838903548121,33.3261170189948,164.042,,,3615.6210468022,46.916012,19.24215788,717.7165584,15,5,15.395,3616.6052988022,165.026252,20.56195248,717.7165584,-18.342908,-5.816044,0,198.5, -9.4, -1.7,0,0,1024,1024,1024,1024,203.2,0,73,3.853,3.87,3.868,3.848,0,0,10.32,76.91,3615.6210468022,164.042,14,Waypoint,
60000,2021-03-21 09:48:10,40.1838827224384,33.3261139361396,164.042,,,3615.6210468022,46.916012,19.38979592,720.00002304,15,5,15.395,3616.6052988022,165.026252,20.56195248,720.00002304,-18.566602,-5.59235,0,198.1, -9.2, -1.5,0,0,1024,1024,1024,1024,202.8,0,73,3.853,3.87,3.868,3.848,0,0,10.32,76.91,3615.6210468022,164.042,14,Waypoint,
60100,2021-03-21 09:48:10,40.1838753528044,33.3261108914949,164.042,,,3615.6210468022,46.916012,19.38979592,722.22443256,15,5,15.395,3616.6052988022,165.026252,20.56195248,722.22443256,-18.566602,-5.59235,0,197.7, -9, -1.8,0,0,1024,1024,1024,1024,202.3,0,73,3.853,3.87,3.868,3.848,0,0,10.32,76.91,3615.6210468022,164.042,14,Waypoint,
60200,2021-03-21 09:48:10,40.1838676333024,33.3261079042557,164.042,,,3615.6210468022,46.916012,19.3271616,724.51445888,15,5,15.395,3616.6052988022,165.026252,20.56195248,724.51445888,-18.566602,-5.368656,0,197.3, -9, -2.1,0,0,1024,1024,1024,1024,202.3,0,73,3.853,3.87,3.868,3.848,0,0,10.32,76.91,3615.6210468022,164.042,14,Waypoint,
60300,2021-03-21 09:48:10,40.1838602754453,33.3261050967675,164.042,,,3615.6210468022,46.916012,19.3271616,726.6896558,15,5,15.395,3616.6052988022,165.026252,20.56195248,726.6896558,-18.566602,-5.368656,0,196.9, -8.7, -2.1,0,0,1024,1024,1024,1024,201.9,0,73,3.853,3.87,3.868,3.848,0,0,10.32,76.91,3615.6210468022,164.042,14,Waypoint,
60400,2021-03-21 09:48:10,40.1838525299924,33.3261021635254,164.042,,,3615.6210468022,46.916012,19.3271616,728.98296296,15,5,15.395,3616.6052988022,165.026252,20.56195248,728.98296296,-18.566602,-5.368656,0,196.5, -8.8, -2.1,0,0,1024,1024,1024,1024,201.5,0,73,3.853,3.87,3.868,3.848,0,0,10.32,76.91,3615.6210468022,164.042,14,Waypoint,
60500,2021-03-21 09:48:10,40.1838451591077,33.3260994188244,164.042,,,3615.6210468022,46.916012,19.26676422,731.15487904,15,5,15.395,3616.6052988022,165.026252,20.56195248,731.15487904,-18.566602,-5.144962,0,196.1, -8.8, -2.4,0,0,1024,1024,1024,1024,201,0,73,3.853,3.87,3.868,3.848,0,0,10.32,76.91,3615.6210468022,164.042,14,Waypoint,
60600,2021-03-21 09:48:10,40.1838373741553,33.3260963971419,164.042,,,3615.6210468022,46.916012,19.42335002,733.48427544,15,5,15.395,3616.6052988022,165.026252,20.56195248,733.48427544,-18.790296,-4.921268,0,195.8, -8.3, -2.6,0,0,1024,1024,1024,1024,200.6,0,73,3.853,3.87,3.868,3.848,0,0,10.32,76.91,3615.6210468022,164.042,14,Waypoint,
60700,2021-03-21 09:48:10,40.183829996809,33.3260937780156,164.042,,,3615.6210468022,46.916012,19.42335002,735.63978732,15,5,15.376,3616.6052988022,165.026252,20.56195248,735.63978732,-18.790296,-4.921268,0,195.4, -8.5, -2.9,0,0,1024,1024,1024,1024,200.1,0,73,3.851,3.868,3.87,3.848,0,0,10.132,76.91,3615.6210468022,164.042,14,Waypoint,
60800,2021-03-21 09:48:10,40.1838222214448,33.3260911402324,163.713916,,,3615.2929628022,46.916012,19.36966346,737.88716272,15,5,15.376,3616.6052988022,165.026252,20.56195248,737.88716272,-18.790296,-4.697574,0,195.1, -8.7, -2.9,0,0,1024,1024,1024,1024,199.7,0,73,3.851,3.868,3.87,3.848,0,0,10.132,76.91,3615.2929628022,163.713916,14,Waypoint,
60900,2021-03-21 09:48:10,40.1838147926136,33.326088725075,164.042,,,3615.6210468022,46.916012,19.3159769,740.01642788,15,5,15.376,3616.6052988022,165.026252,20.56195248,740.01642788,-18.790296,-4.47388,0,194.6, -7.5, -2.3,0,0,1024,1024,1024,1024,199.3,0,73,3.851,3.868,3.87,3.848,0,0,10.132,76.91,3615.6210468022,164.042,14,Waypoint,
61000,2021-03-21 09:48:11,40.1838068273599,33.3260864654507,164.042,,,3615.6210468022,46.916012,19.3159769,742.23099488,15,5,15.376,3616.6052988022,165.026252,20.56195248,742.23099488,-18.790296,-4.47388,0,194.3, -7.2, -0.1,0,0,1024,1024,1024,1024,198.9,0,73,3.851,3.868,3.87,3.848,0,0,10.132,76.91,3615.6210468022,164.042,14,Waypoint,
61100,2021-03-21 09:48:11,40.1837993670541,33.3260841918337,164.042,,,3615.6210468022,46.916012,19.3159769,744.34385584,15,5,15.376,3616.6052988022,165.026252,20.56195248,744.34385584,-18.790296,-4.47388,0,194.4, -7.3, 1.3,0,0,1024,1024,1024,1024,198.6,0,73,3.851,3.868,3.87,3.848,0,0,10.132,76.91,3615.6210468022,164.042,14,Waypoint,
61200,2021-03-21 09:48:11,40.1837915471878,33.326081803047,164.042,,,3615.6210468022,46.916012,19.3159769,746.56498452,15,5,15.376,3616.6052988022,165.026252,20.56195248,746.56498452,-18.790296,-4.47388,0,194.6, -7.5, 2.2,0,0,1024,1024,1024,1024,198.6,0,73,3.851,3.868,3.87,3.848,0,0,10.132,76.91,3615.6210468022,164.042,14,Waypoint,
61300,2021-03-21 09:48:11,40.1837841227339,33.3260794824292,164.042,,,3615.6210468022,46.916012,19.3159769,748.687688,16,5,15.376,3616.6052988022,165.026252,20.56195248,748.687688,-18.790296,-4.47388,0,194.9, -7.7, 2.7,0,0,1024,1024,1024,1024,198.4,0,73,3.851,3.868,3.87,3.848,0,0,10.132,76.91,3615.6210468022,164.042,14,Waypoint,
61400,2021-03-21 09:48:11,40.1837762185533,33.3260769849308,164.042,,,3615.6210468022,46.916012,19.36966346,750.96131012,16,5,15.376,3616.6052988022,165.026252,20.56195248,750.96131012,-18.790296,-4.697574,0,195.2, -8.3, 2.6,0,0,1024,1024,1024,1024,198.2,0,73,3.851,3.868,3.87,3.848,0,0,10.132,76.91,3615.6210468022,164.042,14,Waypoint,
61500,2021-03-21 09:48:11,40.1837688142139,33.326074533895,164.042,,,3615.6210468022,46.916012,19.36966346,753.12010284,16,5,15.376,3616.6052988022,165.026252,20.56195248,753.12010284,-18.790296,-4.697574,0,195.6, -8.1, 2.8,0,0,1024,1024,1024,1024,198.1,0,73,3.851,3.868,3.87,3.848,0,0,10.132,76.91,3615.6210468022,164.042,14,Waypoint,
61600,2021-03-21 09:48:11,40.1837610483338,33.3260719144098,163.713916,,,3615.2929628022,46.916012,19.20860378,755.40028664,16,5,15.376,3616.6052988022,165.026252,20.56195248,755.40028664,-18.566602,-4.921268,0,196.1, -7.9, 3,0,0,1024,1024,1024,1024,198.1,0,73,3.851,3.868,3.87,3.848,0,0,10.132,76.91,3615.2929628022,163.713916,14,Waypoint,
61700,2021-03-21 09:48:11,40.1837537466515,33.3260693846208,163.713916,,,3615.2929628022,46.916012,19.20860378,757.5623602,16,5,15.384,3616.6052988022,165.026252,20.56195248,757.5623602,-18.566602,-4.921268,0,196.6, -8, 3.1,0,0,1024,1024,1024,1024,198,0,73,3.851,3.868,3.87,3.848,0,0,10.272,76.91,3615.2929628022,163.713916,14,Waypoint,
61800,2021-03-21 09:48:11,40.1837465206332,33.3260665125514,164.042,,,3615.6210468022,46.916012,19.26676422,759.78676972,16,5,15.384,3616.6052988022,165.026252,20.56195248,759.78676972,-18.566602,-5.144962,0,197.1, -8.7, 3,0,0,1024,1024,1024,1024,198,0,73,3.851,3.868,3.87,3.848,0,0,10.272,76.91,3615.6210468022,164.042,14,Waypoint,
61900,2021-03-21 09:48:11,40.183739397272,33.3260638864287,164.042,,,3615.6210468022,46.916012,19.26676422,761.93900076,16,5,15.384,3616.6052988022,165.026252,20.56195248,761.93900076,-18.566602,-5.144962,0,197.6, -8.9, 2.3,0,0,1024,1024,1024,1024,198,0,73,3.851,3.868,3.87,3.848,0,0,10.272,76.91,3615.6210468022,164.042,14,Waypoint,
62000,2021-03-21 09:48:12,40.1837318894416,33.3260611263001,163.713916,,,3615.2929628022,46.916012,19.48151046,764.20934204,16,5,15.384,3616.6052988022,165.026252,20.56195248,764.20934204,-18.790296,-5.144962,0,198.2, -9.1, 1.7,0,0,1024,1024,1024,1024,198,0,73,3.851,3.868,3.87,3.848,0,0,10.272,76.91,3615.2929628022,163.713916,14,Waypoint,
62100,2021-03-21 09:48:12,40.1837246457059,33.3260584393635,164.042,,,3615.6210468022,46.916012,19.48151046,766.40750484,16,5,15.384,3616.6052988022,165.026252,20.56195248,766.40750484,-18.790296,-5.144962,0,198.7, -9, 1.7,0,0,1024,1024,1024,1024,198,0,73,3.851,3.868,3.87,3.848,0,0,10.272,76.91,3615.6210468022,164.042,14,Waypoint,
62200,2021-03-21 09:48:12,40.1837167449646,33.3260554872851,164.042,,,3615.6210468022,46.916012,19.54190784,768.81236056,16,5,15.384,3616.6052988022,165.026252,20.56195248,768.81236056,-18.790296,-5.368656,0,199.3, -8.7, 2.2,0,0,1024,1024,1024,1024,198,0,73,3.851,3.868,3.87,3.848,0,0,10.272,76.91,3615.6210468022,164.042,14,Waypoint,
62300,2021-03-21 09:48:12,40.1837089321853,33.3260525267754,164.042,,,3615.6210468022,46.916012,19.54190784,771.20737376,16,5,15.384,3616.6052988022,165.026252,20.56195248,771.20737376,-18.790296,-5.368656,0,199.9, -8, 1.9,0,0,1024,1024,1024,1024,198.1,0,73,3.851,3.868,3.87,3.848,0,0,10.272,76.91,3615.6210468022,164.042,14,Waypoint,
62400,2021-03-21 09:48:12,40.1837010669832,33.3260495445592,164.042,,,3615.6210468022,46.916012,19.54190784,773.622072,16,5,15.384,3616.6052988022,165.026252,20.56195248,773.622072,-18.790296,-5.368656,0,200.4, -7.8, 1.4,0,0,1024,1024,1024,1024,198.2,0,73,3.851,3.868,3.87,3.848,0,0,10.272,76.91,3615.6210468022,164.042,14,Waypoint,
62500,2021-03-21 09:48:12,40.1836935145466,33.3260466593942,164.042,,,3615.6210468022,46.916012,19.60454216,775.94818756,16,5,15.384,3616.6052988022,165.026252,20.56195248,775.94818756,-18.790296,-5.59235,0,201, -7.6, 1.5,0,0,1024,1024,1024,1024,198.4,0,73,3.851,3.868,3.87,3.848,0,0,10.272,76.91,3615.6210468022,164.042,14,Waypoint,
62600,2021-03-21 09:48:12,40.1836854682094,33.3260435638021,164.042,,,3615.6210468022,46.916012,19.60454216,778.43506428,16,5,15.384,3616.6052988022,165.026252,20.56195248,778.43506428,-18.790296,-5.59235,0,201.6, -7.4, 1.4,0,0,1024,1024,1024,1024,198.6,0,73,3.851,3.868,3.87,3.848,0,0,10.272,76.91,3615.6210468022,164.042,14,Waypoint,
62700,2021-03-21 09:48:12,40.1836771007691,33.3260404829202,164.042,,,3615.6210468022,46.916012,19.60454216,780.99411948,16,5,15.418,3616.6052988022,165.026252,20.56195248,780.99411948,-18.790296,-5.59235,0,202.3, -6.7, 1.4,0,0,1024,1024,1024,1024,198.9,0,73,3.851,3.867,3.867,3.847,0,0,10.272,76.91,3615.6210468022,164.042,14,Waypoint,
62800,2021-03-21 09:48:12,40.1836692452594,33.3260374122636,164.042,,,3615.6210468022,46.916012,19.38979592,783.44162612,16,5,15.418,3616.6052988022,165.026252,20.56195248,783.44162612,-18.566602,-5.59235,0,202.9, -6.1, 1.7,0,0,1024,1024,1024,1024,199.2,0,73,3.851,3.867,3.867,3.847,0,0,10.272,76.91,3615.6210468022,164.042,14,Waypoint,
62900,2021-03-21 09:48:12,40.1836618307064,33.3260344576738,164.042,,,3615.6210468022,46.916012,19.38979592,785.76774168,15,5,15.418,3616.6052988022,165.026252,20.56195248,785.76774168,-18.566602,-5.59235,0,203.5, -6.1, 1.2,0,0,1024,1024,1024,1024,199.6,0,73,3.851,3.867,3.867,3.847,0,0,10.272,76.91,3615.6210468022,164.042,14,Waypoint,
63000,2021-03-21 09:48:13,40.1836541322569,33.3260313062907,163.713916,,,3615.2929628022,46.916012,19.38979592,788.2054058,15,5,15.418,3616.6052988022,165.026252,20.56195248,788.2054058,-18.566602,-5.59235,0,204.1, -7, 1.2,0,0,1024,1024,1024,1024,200.1,0,73,3.851,3.867,3.867,3.847,0,0,10.272,76.91,3615.2929628022,163.713916,14,Waypoint,
63100,2021-03-21 09:48:13,40.1836467637693,33.3260283219218,163.713916,,,3615.2929628022,46.916012,19.17728662,790.53152136,15,5,15.418,3616.6052988022,165.026252,20.56195248,790.53152136,-18.342908,-5.59235,0.223694,204.7, -6.9, 1.6,0,0,1024,1024,1024,1024,200.6,0,73,3.851,3.867,3.867,3.847,0,0,10.272,76.91,3615.2929628022,163.713916,14,Waypoint,
63200,2021-03-21 09:48:13,40.1836391035688,33.326025243372,163.713916,,,3615.2929628022,46.916012,19.24215788,792.94950044,15,5,15.418,3616.6052988022,165.026252,20.56195248,792.94950044,-18.342908,-5.816044,0,205.3, -7.1, 1.7,0,0,1024,1024,1024,1024,200.6,0,73,3.851,3.867,3.867,3.847,0,0,10.272,76.91,3615.2929628022,163.713916,14,Waypoint,
63300,2021-03-21 09:48:13,40.1836318867218,33.3260222755071,163.713916,,,3615.2929628022,46.916012,19.02964858,795.24608844,16,5,15.418,3616.6052988022,165.026252,20.56195248,795.24608844,-18.119214,-5.816044,0,205.9, -7.7, 1.7,0,0,1024,1024,1024,1024,201.2,0,73,3.851,3.867,3.867,3.847,0,0,10.272,76.91,3615.2929628022,163.713916,14,Waypoint,
63400,2021-03-21 09:48:13,40.183624402758,33.3260190774821,163.713916,,,3615.2929628022,46.916012,19.02964858,797.65750584,16,5,15.418,3616.6052988022,165.026252,20.56195248,797.65750584,-18.119214,-5.816044,0,206.6, -8.6, 1.5,0,0,1024,1024,1024,1024,201.7,0,73,3.851,3.867,3.867,3.847,0,0,10.272,76.91,3615.2929628022,163.713916,14,Waypoint,
63500,2021-03-21 09:48:13,40.1836174306206,33.3260159854779,164.042,,,3615.6210468022,46.916012,19.02964858,799.92784712,16,5,15.418,3616.6052988022,165.026252,20.56195248,799.92784712,-18.119214,-5.816044,0,207.3, -9.1, 1.3,0,0,1024,1024,1024,1024,202.4,0,73,3.851,3.867,3.867,3.847,0,0,10.272,76.91,3615.6210468022,164.042,14,Waypoint,
